n_id,type,src,question,prompt,response,id,target,participant,response_num
10682,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,younger kids would drive their teachers crazy without half time,setal08_3.0-0fc349,1.3,setal08224,5.0
11066,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,smaller houses,setal08_6.0-8515e5,1.0,setal08231,4.0
687,instances,setal08,What is a surprising thing that makes a NOISE?,noise,the sole of a shoe that is partially broken and flaps up and hits the rest of the shoe,setal08_5.0-f5fbbb,2.3,setal0817,1.0
1771,uses,betal18,What is a surprising use for a ROPE?,rope,roof,betal18_rope-80026f,2.4,betal182023,
3828,uses,hmsl,What is a surprising use for a BRICK?,brick,weighing,hmsl_brick-d90c80,1.5,hmslUXkwHd2D,8.0
7942,instances,setal08,What is a surprising thing that makes a NOISE?,noise,searching,setal08_5.0-509c26,1.0,setal08166,8.0
1664,uses,setal08,What is a surprising use for a BRICK?,brick,weapon,setal08_1.0-b612ed,1.7,setal0838,7.0
960,uses,hass17,What is a surprising use for a BRICK?,brick,swim,hass17_brick-645728,2.0,hass1747, 6
4044,uses,snbmo09,What is a surprising use for a KNIFE?,knife,make clothes out of blunt knives,snbmo09_2_knife-1f2d4f,3.0,snbmo09200,3
629,uses,betal18,What is a surprising use for a BOX?,box,Storage,betal18_box-c1e9e9,1.0,betal182064,
2131,uses,snbmo09,What is a surprising use for a BRICK?,brick,step to reach things up high,snbmo09_1_brick-84f465,1.5,snbmo09106,12
4021,uses,snbmo09,What is a surprising use for a KNIFE?,knife,sundial,snbmo09_2_knife-fa091f,3.0,snbmo09199,4
1080,instances,setal08,What is a surprising thing that is ROUND?,round,holes,setal08_2.0-11fb31,1.3,setal0825,6.0
910,uses,hass17,What is a surprising use for a BRICK?,brick,steps,hass17_brick-95d71d,1.3,hass1740, 5
3867,uses,dod20,What is a surprising use for a SHOVEL?,shovel,doorstop,dod20_shovel-182cba,2.7,dod2073,5
338,uses,snb17,What is a surprising use for a BOX?,box,A hat,snb17_box-f41429,1.3,snb1742,
410,uses,snb17,What is a surprising use for a BOX?,box,drink out of it,snb17_box-827544,2.0,snb1749,
565,uses,bs12,What is a surprising use for a BRICK?,brick,holds flower pot,bs12_brick-03d3bb,2.6,bs1239,
1024,uses,snb17,What is a surprising use for a BOX?,box,SpongeBob pants,snb17_box-7f69d8,3.3,snb17131,
24,uses,hass17,What is a surprising use for a BOTTLE?,bottle,send a message,hass17_bottle-0fb800,2.0,hass1717, 1
1079,uses,betal18,What is a surprising use for a BOX?,box,freezer,betal18_box-777cab,1.6,betal182121,
1364,uses,bs12,What is a surprising use for a BRICK?,brick,carry it,bs12_brick-338684,1.0,bs1299,
1369,uses,hmsl,What is a surprising use for a BRICK?,brick,place it in the ,hmsl_brick-6cb46e,1.0,hmsl4VzH60D1,13.0
1825,uses,snb17,What is a surprising use for a ROPE?,rope,use it as a headband,snb17_rope-de3db4,1.7,snb1783,
4241,instances,setal08,What is a surprising thing that makes a NOISE?,noise,your hand under your armpit or knee,setal08_5.0-6e0c27,1.7,setal0891,2.0
2656,uses,betal18,What is a surprising use for a ROPE?,rope,to make a trap,betal18_rope-f296d4,1.6,betal182154,
4427,uses,dod20,What is a surprising use for a FORK?,fork,cooking,dod20_fork-6b0504,1.5,dod2067,1
872,uses,snbmo09,What is a surprising use for a BOX?,box,fire material,snbmo09_3_box-c77556,2.2,snbmo0943,6
7397,instances,setal08,What is a surprising thing that is ROUND?,round,traffic circles,setal08_2.0-8695bc,1.3,setal08155,2.0
9828,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,boats would be swallowed by waves because they are too small,setal08_6.0-29a42d,2.7,setal08205,7.0
439,uses,dod20,What is a surprising use for a TABLE?,table,to be a work of art not meant for daily use,dod20_table-28cf52,3.5,dod202,7
775,uses,snbmo09,What is a surprising use for a BRICK?,brick,paper,snbmo09_1_brick-98f260,1.8,snbmo0940,3
1276,instances,setal08,What is a surprising thing that is ROUND?,round,a round about,setal08_2.0-52030d,1.0,setal0829,10.0
11004,uses,setal08,What is a surprising use for a KNIFE?,knife,use it in a magic trick,setal08_4.0-29f7e0,2.3,setal08230,7.0
4436,uses,dod20,What is a surprising use for a BOOK?,book,collecting,dod20_book-4f426d,2.0,dod2068,5
896,uses,bs12,What is a surprising use for a BRICK?,brick,A bread impersonator,bs12_brick-24c9cc,3.8,bs1262,
293,uses,snbmo09,What is a surprising use for a KNIFE?,knife,surgery (if you're a surgeon),snbmo09_2_knife-e2d11f,1.0,snbmo0916,5
1284,uses,snb17,What is a surprising use for a ROPE?,rope,tool to learn how to braid,snb17_rope-3e38ba,2.3,snb1712,
313,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,everything would be minature,setal08_6.0-4527bf,1.0,setal088,4.0
1251,uses,snb17,What is a surprising use for a ROPE?,rope,Tarzan,snb17_rope-787cac,1.3,snb179,
579,uses,snb17,What is a surprising use for a BOX?,box,Fort,snb17_box-ad6a37,1.7,snb1768,
2567,instances,setal08,What is a surprising thing that makes a NOISE?,noise,cat,setal08_5.0-8ae558,1.3,setal0858,11.0
4918,uses,setal08,What is a surprising use for a BRICK?,brick,used to break things,setal08_1.0-bf5379,1.3,setal08103,5.0
1235,uses,snbmo09,What is a surprising use for a BRICK?,brick,toy,snbmo09_1_brick-f41968,1.7,snbmo0960,2
473,uses,snbmo09,What is a surprising use for a BOX?,box,clothing,snbmo09_3_box-0af770,2.3,snbmo0923,6
11207,instances,setal08,What is a surprising thing that makes a NOISE?,noise,a cymbal for a hat,setal08_5.0-82d9f9,1.3,setal08234,2.0
4808,uses,dod20,What is a surprising use for a BOOK?,book,libretto,dod20_book-589198,1.3,dod2077,4
5238,instances,setal08,What is a surprising thing that makes a NOISE?,noise,letting the air out of a tire,setal08_5.0-eb80cc,1.7,setal08111,6.0
9542,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,you couldn't drive cars,setal08_6.0-76781b,1.0,setal08201,2.0
1526,uses,setal08,What is a surprising use for a KNIFE?,knife,to open a can,setal08_4.0-2bda47,1.7,setal0834,4.0
471,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Paper Clip Necklace,hmsl_paperclip-44395b,2.0,hmsl3vBR15MO,5.0
1723,uses,dod20,What is a surprising use for a ROPE?,rope,swing,dod20_rope-602492,2.7,dod2078,6
427,uses,snbmo09,What is a surprising use for a BRICK?,brick,you could use it to trace and make a rectangle,snbmo09_1_brick-a65ae5,1.8,snbmo0921,6
4209,instances,setal08,What is a surprising thing that makes a NOISE?,noise,lightbulb going out,setal08_5.0-a1052b,1.3,setal0890,6.0
789,instances,setal08,What is a surprising thing that is ROUND?,round,ferris wheel,setal08_2.0-ea24f6,1.7,setal0819,8.0
1804,uses,dod20,What is a surprising use for a BOOK?,book,decoration,dod20_book-d77a09,2.3,dod2061,6
1944,uses,dod20,What is a surprising use for a TABLE?,table,put things,dod20_table-1d5e77,1.5,dod2022,1
1672,uses,hmsl,What is a surprising use for a BRICK?,brick,wall component,hmsl_brick-10f79e,1.0,hmslaP33crx5,5.0
7571,instances,setal08,What is a surprising thing that is ROUND?,round,bracelets,setal08_2.0-0ac35b,1.0,setal08158,7.0
3950,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,the world would be abnormally large,setal08_6.0-bb6793,1.0,setal0885,14.0
1469,uses,snb17,What is a surprising use for a ROPE?,rope,A form of handcuffs,snb17_rope-d0cb31,1.3,snb1732,
1239,uses,hmsl,What is a surprising use for a BRICK?,brick,Knife Sharpener,hmsl_brick-143466,2.8,hmsly6ZLJ0s9,3.0
3805,uses,snbmo09,What is a surprising use for a BRICK?,brick,defense,snbmo09_1_brick-7fa7b1,1.5,snbmo09186,1
11343,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,animals will take over,setal08_6.0-452be9,1.7,setal08238,1.0
10359,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,fall in to the garbage desposal,setal08_6.0-68a57b,1.7,setal08216,8.0
8121,uses,setal08,What is a surprising use for a KNIFE?,knife,stab people,setal08_4.0-eab3c1,1.0,setal08170,5.0
640,uses,snbmo09,What is a surprising use for a BOX?,box,protection against inclimate weather,snbmo09_3_box-635e8e,1.8,snbmo0933,11
4748,uses,dod20,What is a surprising use for a TIRE?,tire,climb inside and roll down a hill,dod20_tire-8243c6,2.3,dod2075,1
967,uses,hass17,What is a surprising use for a BRICK?,brick,hold something in place,hass17_brick-99b28b,1.3,hass1752, 6
11101,instances,setal08,What is a surprising thing that is ROUND?,round,eyes,setal08_2.0-6446fb,1.0,setal08232,21.0
1972,uses,dod20,What is a surprising use for a BRICK?,brick,to break something,dod20_brick-24f486,2.0,dod2023,4
1905,uses,dod20,What is a surprising use for a BOTTLE?,bottle,security,dod20_bottle-1ae8f1,3.5,dod2022,6
10937,instances,setal08,What is a surprising thing that is ROUND?,round,clocks,setal08_2.0-fadcbf,1.3,setal08229,13.0
753,instances,setal08,What is a surprising thing that makes a NOISE?,noise,humans,setal08_5.0-eebe58,1.3,setal0818,1.0
1411,uses,bs12,What is a surprising use for a BRICK?,brick,Use it as a bed in a doll house,bs12_brick-aa15ad,3.8,bs12101,
3879,uses,dod20,What is a surprising use for a TIRE?,tire,put it on corner or garage so you don't drive into it,dod20_tire-d9d20e,3.5,dod2054,3
3451,uses,setal08,What is a surprising use for a BRICK?,brick,as a hammer,setal08_1.0-b70da9,2.0,setal0878,2.0
1298,uses,hmsl,What is a surprising use for a BRICK?,brick,Organizer,hmsl_brick-e33541,1.7,hmsl90lmw7pq,1.0
7465,instances,setal08,What is a surprising thing that is ROUND?,round,lollipops,setal08_2.0-25d8bd,1.3,setal08156,4.0
1812,uses,snb17,What is a surprising use for a ROPE?,rope,tie,snb17_rope-7b050a,1.0,snb1782,
799,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,zipper pull,hmsl_paperclip-49a13b,3.0,hmsl88ft50be,5.0
1192,uses,snbmo09,What is a surprising use for a BRICK?,brick,a back massager,snbmo09_1_brick-f4bfbf,3.2,snbmo0958,8
2640,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use it to eatin,hmsl_paperclip-fe1c9d,2.7,hmslHl5tqv6W,6.0
10046,instances,setal08,What is a surprising thing that is ROUND?,round,above ground pool,setal08_2.0-99d8e0,1.0,setal08211,9.0
9720,instances,setal08,What is a surprising thing that makes a NOISE?,noise,animals,setal08_5.0-6afe87,1.0,setal08204,2.0
1613,instances,setal08,What is a surprising thing that makes a NOISE?,noise,electricity,setal08_5.0-14bb24,1.7,setal0836,12.0
4030,uses,setal08,What is a surprising use for a KNIFE?,knife,stab,setal08_4.0-9c5fd6,1.0,setal0887,2.0
1974,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,fiddle with,hmsl_paperclip-8efbf4,1.7,hmslT7n32j0J,7.0
1415,uses,snbmo09,What is a surprising use for a BOX?,box,seat,snbmo09_3_box-5d7c04,1.7,snbmo0967,4
9937,instances,setal08,What is a surprising thing that makes a NOISE?,noise,fire,setal08_5.0-ab4b74,1.3,setal08208,4.0
676,uses,bs12,What is a surprising use for a BRICK?,brick,use it for hiking,bs12_brick-6920bc,1.4,bs1249,
3028,uses,dod20,What is a surprising use for PANTS?,pants,use it to wrap your hair,dod20_pants-23a472,3.0,dod2041,4
174,uses,bs12,What is a surprising use for a BRICK?,brick,basis of a house foundation,bs12_brick-78cb04,1.0,bs1215,
120,uses,hass17,What is a surprising use for a BOTTLE?,bottle,drink from,hass17_bottle-7cc57f,1.0,hass1717, 2
538,uses,dod20,What is a surprising use for a BOOK?,book,hide objects in it by hollowing it out,dod20_book-876abe,4.0,dod204,1
3215,uses,snbmo09,What is a surprising use for a KNIFE?,knife,you can somehow bind the ends together to make a fan,snbmo09_2_knife-037949,3.0,snbmo09157,2
1393,uses,dod20,What is a surprising use for a SHOVEL?,shovel,spin something around the long handle,dod20_shovel-74a74d,3.3,dod2013,9
1256,uses,hmsl,What is a surprising use for a BRICK?,brick,make a fake present,hmsl_brick-f54687,4.0,hmslY6U1qj7v,1.0
3316,instances,setal08,What is a surprising thing that is ROUND?,round,bowls,setal08_2.0-4b52d3,1.0,setal0875,10.0
1542,uses,hmsl,What is a surprising use for a BRICK?,brick,to color with chalk on,hmsl_brick-141016,3.8,hmsle1t22a36,5.0
2001,uses,dod20,What is a surprising use for a SHOE?,shoe,to make painted footprints,dod20_shoe-02ad53,3.0,dod2023,2
1490,uses,snbmo09,What is a surprising use for a KNIFE?,knife,shaped for hair cutting and attached to fingers,snbmo09_2_knife-23810f,2.0,snbmo0972,5
464,uses,dod20,What is a surprising use for a BRICK?,brick,weight,dod20_brick-923a94,2.3,dod2031,4
745,uses,setal08,What is a surprising use for a KNIFE?,knife,"cut meat, vegetables, food products",setal08_4.0-3f77dc,1.0,setal0818,1.0
1322,uses,snb17,What is a surprising use for a ROPE?,rope,as an alarm clock,snb17_rope-4b3f09,1.7,snb1718,
262,uses,betal18,What is a surprising use for a BOX?,box,Play area for an animal,betal18_box-85bb50,1.6,betal182030,
674,uses,snb17,What is a surprising use for a BOX?,box,animal trap,snb17_box-cb7b7e,1.7,snb1787,
5267,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,clubs make more money,setal08_3.0-38814b,1.3,setal08112,6.0
1236,uses,betal18,What is a surprising use for a BOX?,box,Water raft,betal18_box-5b3b1e,2.7,betal182144,
4259,uses,setal08,What is a surprising use for a BRICK?,brick,to cause something to sink (tie with a brick),setal08_1.0-311d59,1.7,setal0892,11.0
2727,instances,setal08,What is a surprising thing that makes a NOISE?,noise,gum,setal08_5.0-756a95,1.3,setal0862,1.0
2821,uses,betal18,What is a surprising use for a ROPE?,rope,loofah,betal18_rope-08fbb2,3.6,betal182177,
4154,uses,dod20,What is a surprising use for a FORK?,fork,barbie hair brush,dod20_fork-e7bde8,4.0,dod2061,1
3542,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,the mattress industry will go bankrupt,setal08_3.0-a1ad64,1.0,setal0879,3.0
9619,uses,setal08,What is a surprising use for a BRICK?,brick,pretend your Mario and jump on the back of a Thump like in Super Mario G4,setal08_1.0-c8e7b6,2.3,setal08203,9.0
6150,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,clothes,setal08_6.0-f891ce,1.0,setal08130,1.0
3391,uses,snbmo09,What is a surprising use for a KNIFE?,knife,use it as a paint brush and smear your paint like butter on toast,snbmo09_2_knife-6df405,2.7,snbmo09166,3
282,uses,betal18,What is a surprising use for a BOX?,box,goal,betal18_box-4c08bc,2.1,betal182032,
5402,uses,setal08,What is a surprising use for a BRICK?,brick,use a weight (weight lifting),setal08_1.0-e3b438,1.7,setal08115,9.0
4815,instances,setal08,What is a surprising thing that makes a NOISE?,noise,falling onto the floor,setal08_5.0-0e92ca,1.3,setal08101,8.0
4899,uses,dod20,What is a surprising use for a TIRE?,tire,bounce on it,dod20_tire-18e5a7,2.7,dod2078,1
664,uses,dod20,What is a surprising use for a BRICK?,brick,stack shelves on to make entertainment center,dod20_brick-bc5824,3.0,dod205,1
10678,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,people would actually listen in class,setal08_3.0-4f2d6f,1.0,setal08224,1.0
5310,uses,dod20,What is a surprising use for a ROPE?,rope,outline,dod20_rope-013423,2.5,dod2088,0
3153,uses,hmsl,What is a surprising use for a BRICK?,brick,give somebody a headache,hmsl_brick-a2c300,2.7,hmslYLoXKL0w,7.0
5137,uses,setal08,What is a surprising use for a KNIFE?,knife,mirror by the reflection,setal08_4.0-e33e5c,2.0,setal08108,2.0
2806,uses,dod20,What is a surprising use for a ROPE?,rope,attach,dod20_rope-7e26f7,1.8,dod2037,3
428,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,miniature screw driver (if tine is flattened),hmsl_paperclip-488e7e,3.0,hmslHcYiggdZ,3.0
3080,uses,hmsl,What is a surprising use for a BRICK?,brick,door stop,hmsl_brick-9ab2ae,1.2,hmsl4IpDwdI5,1.0
231,uses,bs12,What is a surprising use for a BRICK?,brick,burn a,bs12_brick-9760a3,1.4,bs1217,
10615,uses,setal08,What is a surprising use for a BRICK?,brick,bed,setal08_1.0-2a90ab,1.7,setal08223,7.0
2198,uses,snb17,What is a surprising use for a ROPE?,rope,fill a pinata with,snb17_rope-7ef04e,2.7,snb17131,
7129,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,parents with daytime jobs would see their children more at night,setal08_3.0-ff7d44,1.7,setal08150,7.0
603,uses,snb17,What is a surprising use for a BOX?,box,A BAG,snb17_box-d823f5,1.3,snb1775,
3603,uses,snbmo09,What is a surprising use for a BRICK?,brick,color it differently and make it a personal thing,snbmo09_1_brick-3f425d,2.2,snbmo09176,2
339,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,jewelry,hmsl_paperclip-cbf4db,2.5,hmslzdyei4a2,4.0
947,uses,hass17,What is a surprising use for a BRICK?,brick,stepping stone,hass17_brick-f7ac13,1.3,hass1729, 6
998,uses,snb17,What is a surprising use for a BOX?,box,house,snb17_box-cedcc8,1.3,snb17129,
487,uses,betal18,What is a surprising use for a BOX?,box,Clock,betal18_box-5ea3c4,2.1,betal182053,
2183,instances,setal08,What is a surprising thing that makes a NOISE?,noise,doors,setal08_5.0-ba323d,1.0,setal0849,18.0
4945,uses,dod20,What is a surprising use for a SHOE?,shoe,cover the feet,dod20_shoe-99ec36,1.0,dod2080,0
1743,uses,dod20,What is a surprising use for a TIRE?,tire,burn for black smoke,dod20_tire-343eeb,2.5,dod2018,2
334,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,everyone could make more money,setal08_3.0-4e6f59,1.7,setal089,4.0
4278,uses,dod20,What is a surprising use for a TIRE?,tire,decoration in house,dod20_tire-870ce2,3.0,dod2062,4
148,uses,snbmo09,What is a surprising use for a KNIFE?,knife,use with the sun or light as a SOS flasher,snbmo09_2_knife-e2ca88,2.5,snbmo099,9
1014,uses,hmsl,What is a surprising use for a BRICK?,brick,Building something,hmsl_brick-3798ed,1.0,hmslzQDNuQPL,1.0
1461,uses,bs12,What is a surprising use for a BRICK?,brick,use the hole is the as a pencil holder,bs12_brick-7f1523,3.4,bs12106,
7028,instances,setal08,What is a surprising thing that makes a NOISE?,noise,bells,setal08_5.0-6d4ec5,1.0,setal08148,17.0
1124,uses,dod20,What is a surprising use for a BOOK?,book,better writing skills,dod20_book-3dfb49,1.5,dod2010,3
5430,uses,setal08,What is a surprising use for a KNIFE?,knife,spread peanut butter,setal08_4.0-834d75,1.0,setal08115,3.0
9723,instances,setal08,What is a surprising thing that makes a NOISE?,noise,water,setal08_5.0-1ef699,1.0,setal08204,5.0
2021,uses,snbmo09,What is a surprising use for a BOX?,box,you can hide in it and play make-believe,snbmo09_3_box-b37499,1.5,snbmo09101,1
636,uses,betal18,What is a surprising use for a BOX?,box,door prop,betal18_box-5cf704,1.3,betal182064,
